site,PONTO,TIPO,wl_nm,refl_img
IPIXUNA,IPX005,SOLO,1554.8168,0.178408489
IPIXUNA,IPX005,SOLO,1565.3688,0.18606852
IPIXUNA,IPX005,SOLO,1575.6274,0.194644079
IPIXUNA,IPX005,SOLO,1585.8597,0.20180057
IPIXUNA,IPX005,SOLO,1596.2454,0.207705811
IPIXUNA,IPX005,SOLO,1606.4913,0.212054625
IPIXUNA,IPX005,SOLO,1616.8336,0.213275343
IPIXUNA,IPX005,SOLO,1627.021,0.211520568
IPIXUNA,IPX005,SOLO,1637.0919,0.212649733
IPIXUNA,IPX005,SOLO,1647.2316,0.213717863
IPIXUNA,IPX005,SOLO,1656.933,0.216189817
IPIXUNA,IPX005,SOLO,1667.1851,0.216510266
IPIXUNA,IPX005,SOLO,1677.3193,0.219577327
IPIXUNA,IPX005,SOLO,1687.4269,0.216571301
IPIXUNA,IPX005,SOLO,1697.2943,0.213000685
IPIXUNA,IPX005,SOLO,1707.0945,0.213962004
IPIXUNA,IPX005,SOLO,1716.8589,0.214190885
IPIXUNA,IPX005,SOLO,1726.6516,0.210040435
IPIXUNA,IPX005,SOLO,1736.4883,0.206637681
IPIXUNA,IPX005,SOLO,1746.2192,0.199725345
IPIXUNA,IPX005,SOLO,1755.833,0.198062107
IPIXUNA,IPX005,SOLO,1765.5127,0.187243462
IPIXUNA,IPX005,SOLO,1775.1178,0.184267953
IPIXUNA,IPX005,SOLO,1784.7173,0.204928666
IPIXUNA,IPX005,SOLO,1793.9531,0.269581139
IPIXUNA,IPX005,SOLO,1958.6244,0.258579373
IPIXUNA,IPX005,SOLO,1967.3418,0.126649886
IPIXUNA,IPX005,SOLO,1976.0129,0.088670179
IPIXUNA,IPX005,SOLO,1984.853,0.080888078
IPIXUNA,IPX005,SOLO,1993.5482,0.106202796
IPIXUNA,IPX005,SOLO,2002.1106,0.121828035
IPIXUNA,IPX005,SOLO,2010.6614,0.16435492
IPIXUNA,IPX005,SOLO,2019.3214,0.115083545
IPIXUNA,IPX005,SOLO,2027.7267,0.10829328
IPIXUNA,IPX005,SOLO,2036.2607,0.112840466
IPIXUNA,IPX005,SOLO,2044.6809,0.123781189
IPIXUNA,IPX005,SOLO,2053.0078,0.129365981
IPIXUNA,IPX005,SOLO,2061.3787,0.142885476
IPIXUNA,IPX005,SOLO,2069.7957,0.128847182
IPIXUNA,IPX005,SOLO,2077.9915,0.134721905
IPIXUNA,IPX005,SOLO,2086.3823,0.130571455
IPIXUNA,IPX005,SOLO,2094.6252,0.130449384
IPIXUNA,IPX005,SOLO,2102.8213,0.129213393
IPIXUNA,IPX005,SOLO,2111.0391,0.134554058
IPIXUNA,IPX005,SOLO,2119.2314,0.13516441
IPIXUNA,IPX005,SOLO,2127.3372,0.141817346
IPIXUNA,IPX005,SOLO,2135.5103,0.144762337
IPIXUNA,IPX005,SOLO,2143.4656,0.150270849
IPIXUNA,IPX005,SOLO,2151.3862,0.14648661
IPIXUNA,IPX005,SOLO,2159.564,0.147219047
IPIXUNA,IPX005,SOLO,2167.4849,0.152254522
IPIXUNA,IPX005,SOLO,2175.3442,0.152071416
IPIXUNA,IPX005,SOLO,2183.4202,0.153414205
IPIXUNA,IPX005,SOLO,2191.1003,0.156832233
IPIXUNA,IPX005,SOLO,2199.1353,0.15617609
IPIXUNA,IPX005,SOLO,2206.843,0.160357058
IPIXUNA,IPX005,SOLO,2214.625,0.158999011
IPIXUNA,IPX005,SOLO,2222.4263,0.158937976
IPIXUNA,IPX005,SOLO,2230.0076,0.159685671
IPIXUNA,IPX005,SOLO,2237.9041,0.162157625
IPIXUNA,IPX005,SOLO,2245.4485,0.161867708
IPIXUNA,IPX005,SOLO,2253.1104,0.159807742
IPIXUNA,IPX005,SOLO,2260.8665,0.161440447
IPIXUNA,IPX005,SOLO,2268.2883,0.158907458
IPIXUNA,IPX005,SOLO,2276.0537,0.155992985
IPIXUNA,IPX005,SOLO,2283.4934,0.156099796
IPIXUNA,IPX005,SOLO,2290.8267,0.153658345
IPIXUNA,IPX005,SOLO,2298.6094,0.146196693
IPIXUNA,IPX005,SOLO,2305.7227,0.14328222
IPIXUNA,IPX005,SOLO,2313.2007,0.124650948
IPIXUNA,IPX005,SOLO,2320.8955,0.12046998
IPIXUNA,IPX005,SOLO,2327.8242,0.121614404
IPIXUNA,IPX005,SOLO,2335.5264,0.12402533
IPIXUNA,IPX005,SOLO,2342.8228,0.122240022
IPIXUNA,IPX005,SOLO,2349.7915,0.114412144
IPIXUNA,IPX005,SOLO,2357.2937,0.078034639
IPIXUNA,IPX005,SOLO,2364.5945,0.077485316
IPIXUNA,IPX005,SOLO,2371.5522,0.067246512
IPIXUNA,IPX005,SOLO,2378.771,0.058854047
IPIXUNA,IPX005,SOLO,2386.0618,0.060624093
IPIXUNA,IPX005,SOLO,2393.0388,0.058884565
IPIXUNA,IPX005,SOLO,2400.0359,0.063752197
IPIXUNA,IPX005,SOLO,2407.6045,0.054688334
IPIXUNA,IPX005,SOLO,2414.3567,0.051255055
IPIXUNA,IPX005,SOLO,2421.2373,0.048004884
IPIXUNA,IPX005,SOLO,2428.6677,0.0552224
IPIXUNA,IPX005,SOLO,2435.5442,0.048676278
IPIXUNA,IPX005,SOLO,2442.4031,0.049637597
IPIXUNA,IPX005,SOLO,2449.1423,0.04103151
IPIXUNA,IPX005,SOLO,2456.5857,0.044541083
IPIXUNA,IPX005,SOLO,2463.0303,0.044602122
IPIXUNA,IPX005,SOLO,2469.6272,0.041367207
IPIXUNA,IPX005,SOLO,2477.0549,0.046738382
IPIXUNA,IPX005,SOLO,2483.793,0.047241934
IPIXUNA,IPX005,SOLO,2490.2192,0.053315021
IPIXUNA,IPX005,SOLO,2497.1155,0.072632946
IPIXUNA,IPX006,SOLO,406.99341,0.042298008
IPIXUNA,IPX006,SOLO,415.83899,0.034668498
IPIXUNA,IPX006,SOLO,423.78476,0.044296939
IPIXUNA,IPX006,SOLO,431.33469,0.037796598
IPIXUNA,IPX006,SOLO,438.65689,0.048172731
IPIXUNA,IPX006,SOLO,446.01471,0.04740978
IPIXUNA,IPX006,SOLO,453.38947,0.04771496
IPIXUNA,IPX006,SOLO,460.73175,0.044068057
IPIXUNA,IPX006,SOLO,468.09842,0.0408484
IPIXUNA,IPX006,SOLO,475.31885,0.044785228
IPIXUNA,IPX006,SOLO,482.54816,0.044235904
IPIXUNA,IPX006,SOLO,489.79486000000003,0.049378194
IPIXUNA,IPX006,SOLO,497.05865,0.046478979
IPIXUNA,IPX006,SOLO,504.51172,0.05226215
IPIXUNA,IPX006,SOLO,512.04639,0.052018005
IPIXUNA,IPX006,SOLO,519.54376,0.059433889
IPIXUNA,IPX006,SOLO,527.3053,0.066758223
IPIXUNA,IPX006,SOLO,535.05255,0.076127261
IPIXUNA,IPX006,SOLO,542.88513,0.083070114
IPIXUNA,IPX006,SOLO,550.91461,0.085999846
IPIXUNA,IPX006,SOLO,559.02026,0.085542075
IPIXUNA,IPX006,SOLO,567.20612,0.084657051
IPIXUNA,IPX006,SOLO,575.48682,0.085938811
IPIXUNA,IPX006,SOLO,583.84412,0.086121917
IPIXUNA,IPX006,SOLO,592.33899,0.080689706
IPIXUNA,IPX006,SOLO,601.0144,0.085908294
IPIXUNA,IPX006,SOLO,609.95819,0.088426031
IPIXUNA,IPX006,SOLO,618.71997,0.089845121
IPIXUNA,IPX006,SOLO,627.77844,0.092378117
IPIXUNA,IPX006,SOLO,636.67627,0.092622265
IPIXUNA,IPX006,SOLO,645.96381,0.091645688
IPIXUNA,IPX006,SOLO,655.41876,0.089478903
IPIXUNA,IPX006,SOLO,664.8941,0.091584653
IPIXUNA,IPX006,SOLO,674.46436,0.092042424
IPIXUNA,IPX006,SOLO,684.13727,0.097718775
IPIXUNA,IPX006,SOLO,694.12836,0.11149767
IPIXUNA,IPX006,SOLO,703.737,0.126207367
IPIXUNA,IPX006,SOLO,713.72687,0.148073554
IPIXUNA,IPX006,SOLO,723.87994,0.178210109
IPIXUNA,IPX006,SOLO,733.9552,0.203753725
IPIXUNA,IPX006,SOLO,744.14954,0.235599294
IPIXUNA,IPX006,SOLO,754.4696,0.25635156
IPIXUNA,IPX006,SOLO,764.85645,0.274555594
IPIXUNA,IPX006,SOLO,775.2735,0.291615158
IPIXUNA,IPX006,SOLO,785.65955,0.26642251
IPIXUNA,IPX006,SOLO,796.12701,0.267795831
IPIXUNA,IPX006,SOLO,806.71106,0.274692923
IPIXUNA,IPX006,SOLO,817.31104,0.252841979
IPIXUNA,IPX006,SOLO,827.91949,0.267368585
IPIXUNA,IPX006,SOLO,838.52722000000006,0.276081473
IPIXUNA,IPX006,SOLO,849.20996,0.279880971
IPIXUNA,IPX006,SOLO,859.97314,0.28316167
IPIXUNA,IPX006,SOLO,870.74255,0.284061939
IPIXUNA,IPX006,SOLO,881.45605,0.292652786
IPIXUNA,IPX006,SOLO,892.08093,0.284260333
IPIXUNA,IPX006,SOLO,902.80164,0.263340205
IPIXUNA,IPX006,SOLO,913.44507,0.250888824
IPIXUNA,IPX006,SOLO,923.9502,0.277210653
IPIXUNA,IPX006,SOLO,934.11206,0.279484242
IPIXUNA,IPX006,SOLO,944.62732,0.296314955
IPIXUNA,IPX006,SOLO,956.27148,0.257251859
IPIXUNA,IPX006,SOLO,967.02667,0.234393835
IPIXUNA,IPX006,SOLO,977.36542,0.239688709
IPIXUNA,IPX006,SOLO,943.35791,0.228870064
IPIXUNA,IPX006,SOLO,951.40143,0.226871133
IPIXUNA,IPX006,SOLO,959.974,0.206393525
IPIXUNA,IPX006,SOLO,969.84491,0.229922935
IPIXUNA,IPX006,SOLO,979.224,0.232990012
IPIXUNA,IPX006,SOLO,988.91791,0.240527958
IPIXUNA,IPX006,SOLO,998.9082,0.2515755
IPIXUNA,IPX006,SOLO,1008.6443,0.253223479
IPIXUNA,IPX006,SOLO,1018.5357,0.25874722
IPIXUNA,IPX006,SOLO,1029.344,0.270084679
IPIXUNA,IPX006,SOLO,1037.9878,0.272617698
IPIXUNA,IPX006,SOLO,1047.675,0.276005179
IPIXUNA,IPX006,SOLO,1057.5737,0.278660268
IPIXUNA,IPX006,SOLO,1067.7948,0.276935995
IPIXUNA,IPX006,SOLO,1078.2161,0.271320671
IPIXUNA,IPX006,SOLO,1088.761,0.265705347
IPIXUNA,IPX006,SOLO,1099.2776,0.247745484
IPIXUNA,IPX006,SOLO,1109.8894,0.236575872
IPIXUNA,IPX006,SOLO,1120.6759,0.267536432
IPIXUNA,IPX006,SOLO,1131.3048,0.382085919
IPIXUNA,IPX006,SOLO,1142.0703,0.290852219
IPIXUNA,IPX006,SOLO,1152.6501,0.234546423
IPIXUNA,IPX006,SOLO,1163.676,0.225421533
IPIXUNA,IPX006,SOLO,1174.7142,0.21898222
IPIXUNA,IPX006,SOLO,1185.5884,0.229404137
IPIXUNA,IPX006,SOLO,1196.3394,0.236163884
IPIXUNA,IPX006,SOLO,1207.2737,0.236194402
IPIXUNA,IPX006,SOLO,1217.8635,0.23904784
IPIXUNA,IPX006,SOLO,1229.1852,0.246021211
IPIXUNA,IPX006,SOLO,1240.2145,0.250644684
IPIXUNA,IPX006,SOLO,1250.9799,0.263691157
IPIXUNA,IPX006,SOLO,1262.5322,0.278553456
IPIXUNA,IPX006,SOLO,1273.4963,0.285267413
IPIXUNA,IPX006,SOLO,1284.4878,0.258762479
IPIXUNA,IPX006,SOLO,1295.4218,0.23596552
IPIXUNA,IPX006,SOLO,1306.218,0.214404523
IPIXUNA,IPX006,SOLO,1317.2566,0.20701915
IPIXUNA,IPX006,SOLO,1328.2993,0.194796667
IPIXUNA,IPX006,SOLO,1339.1294,0.244327456
IPIXUNA,IPX006,SOLO,1459.3157,0.266559839
IPIXUNA,IPX006,SOLO,1469.9308,0.207156479
IPIXUNA,IPX006,SOLO,1480.8422,0.137651637
IPIXUNA,IPX006,SOLO,1491.4292,0.102922104
IPIXUNA,IPX006,SOLO,1502.0236,0.09388876
IPIXUNA,IPX006,SOLO,1512.6333,0.10035859
IPIXUNA,IPX006,SOLO,1523.2222,0.10666056
IPIXUNA,IPX006,SOLO,1533.7764,0.11279469
IPIXUNA,IPX006,SOLO,1544.2262,0.11635004
IPIXUNA,IPX006,SOLO,1554.8168,0.12153811
IPIXUNA,IPX006,SOLO,1565.3688,0.12616159
IPIXUNA,IPX006,SOLO,1575.6274,0.134630352
IPIXUNA,IPX006,SOLO,1585.8597,0.141283289
IPIXUNA,IPX006,SOLO,1596.2454,0.145052269
IPIXUNA,IPX006,SOLO,1606.4913,0.149629965
IPIXUNA,IPX006,SOLO,1616.8336,0.151705191
IPIXUNA,IPX006,SOLO,1627.021,0.151628897
IPIXUNA,IPX006,SOLO,1637.0919,0.160875872
IPIXUNA,IPX006,SOLO,1647.2316,0.15001145
IPIXUNA,IPX006,SOLO,1656.933,0.153459981
IPIXUNA,IPX006,SOLO,1667.1851,0.155886173
IPIXUNA,IPX006,SOLO,1677.3193,0.156160831
IPIXUNA,IPX006,SOLO,1687.4269,0.155596241
IPIXUNA,IPX006,SOLO,1697.2943,0.152986959
IPIXUNA,IPX006,SOLO,1707.0945,0.15013352
IPIXUNA,IPX006,SOLO,1716.8589,0.151598379
IPIXUNA,IPX006,SOLO,1726.6516,0.148836493
IPIXUNA,IPX006,SOLO,1736.4883,0.145021752
IPIXUNA,IPX006,SOLO,1746.2192,0.138460368
IPIXUNA,IPX006,SOLO,1755.833,0.136186764
IPIXUNA,IPX006,SOLO,1765.5127,0.132112607
IPIXUNA,IPX006,SOLO,1775.1178,0.129289687
IPIXUNA,IPX006,SOLO,1784.7173,0.151476309
IPIXUNA,IPX006,SOLO,1793.9531,0.205966279
IPIXUNA,IPX006,SOLO,1958.6244,0.190951407
IPIXUNA,IPX006,SOLO,1967.3418,0.080094606
IPIXUNA,IPX006,SOLO,1976.0129,0.05072099
IPIXUNA,IPX006,SOLO,1984.853,0.045685511
IPIXUNA,IPX006,SOLO,1993.5482,0.052292667
IPIXUNA,IPX006,SOLO,2002.1106,0.053269245
IPIXUNA,IPX006,SOLO,2010.6614,0.083680473
IPIXUNA,IPX006,SOLO,2019.3214,0.0620737
IPIXUNA,IPX006,SOLO,2027.7267,0.059159227
IPIXUNA,IPX006,SOLO,2036.2607,0.059830625
IPIXUNA,IPX006,SOLO,2044.6809,0.062760361
IPIXUNA,IPX006,SOLO,2053.0078,0.064621955
IPIXUNA,IPX006,SOLO,2061.3787,0.073395893
IPIXUNA,IPX006,SOLO,2069.7957,0.070557721
IPIXUNA,IPX006,SOLO,2077.9915,0.07283131
IPIXUNA,IPX006,SOLO,2086.3823,0.072388798
IPIXUNA,IPX006,SOLO,2094.6252,0.072953381
IPIXUNA,IPX006,SOLO,2102.8213,0.072632946
IPIXUNA,IPX006,SOLO,2111.0391,0.074311435
IPIXUNA,IPX006,SOLO,2119.2314,0.074814983
IPIXUNA,IPX006,SOLO,2127.3372,0.080659188
IPIXUNA,IPX006,SOLO,2135.5103,0.082764938
IPIXUNA,IPX006,SOLO,2143.4656,0.084718093
IPIXUNA,IPX006,SOLO,2151.3862,0.082780197
IPIXUNA,IPX006,SOLO,2159.564,0.085420005
IPIXUNA,IPX006,SOLO,2167.4849,0.090012968
IPIXUNA,IPX006,SOLO,2175.3442,0.089951932
IPIXUNA,IPX006,SOLO,2183.4202,0.089448385
IPIXUNA,IPX006,SOLO,2191.1003,0.093980312
IPIXUNA,IPX006,SOLO,2199.1353,0.089188986
IPIXUNA,IPX006,SOLO,2206.843,0.09576562
IPIXUNA,IPX006,SOLO,2214.625,0.096437022
IPIXUNA,IPX006,SOLO,2222.4263,0.094590679
IPIXUNA,IPX006,SOLO,2230.0076,0.094728008
IPIXUNA,IPX006,SOLO,2237.9041,0.096223392
IPIXUNA,IPX006,SOLO,2245.4485,0.096009769
IPIXUNA,IPX006,SOLO,2253.1104,0.0923476
IPIXUNA,IPX006,SOLO,2260.8665,0.092698559
IPIXUNA,IPX006,SOLO,2268.2883,0.091340505
IPIXUNA,IPX006,SOLO,2276.0537,0.091416799000000007
IPIXUNA,IPX006,SOLO,2283.4934,0.087647825
IPIXUNA,IPX006,SOLO,2290.8267,0.083833069
IPIXUNA,IPX006,SOLO,2298.6094,0.08299382
IPIXUNA,IPX006,SOLO,2305.7227,0.080888078
IPIXUNA,IPX006,SOLO,2313.2007,0.0685893
IPIXUNA,IPX006,SOLO,2320.8955,0.064744033
IPIXUNA,IPX006,SOLO,2327.8242,0.068482488
IPIXUNA,IPX006,SOLO,2335.5264,0.069596402
IPIXUNA,IPX006,SOLO,2342.8228,0.066956587
IPIXUNA,IPX006,SOLO,2349.7915,0.062088959
IPIXUNA,IPX006,SOLO,2357.2937,0.046890974
IPIXUNA,IPX006,SOLO,2364.5945,0.041687649
IPIXUNA,IPX006,SOLO,2371.5522,0.037537195
IPIXUNA,IPX006,SOLO,2378.771,0.031876098
IPIXUNA,IPX006,SOLO,2386.0618,0.032898452
IPIXUNA,IPX006,SOLO,2393.0388,0.032410163
IPIXUNA,IPX006,SOLO,2400.0359,0.033371482
IPIXUNA,IPX006,SOLO,2407.6045,0.030228123
IPIXUNA,IPX006,SOLO,2414.3567,0.023498895
IPIXUNA,IPX006,SOLO,2421.2373,0.025299458
IPIXUNA,IPX006,SOLO,2428.6677,0.028091859
IPIXUNA,IPX006,SOLO,2435.5442,0.026611734
IPIXUNA,IPX006,SOLO,2442.4031,0.026855879
IPIXUNA,IPX006,SOLO,2449.1423,0.019867247
IPIXUNA,IPX006,SOLO,2456.5857,0.023498895
IPIXUNA,IPX006,SOLO,2463.0303,0.023147937
IPIXUNA,IPX006,SOLO,2469.6272,0.022186618
IPIXUNA,IPX006,SOLO,2477.0549,0.022674907
IPIXUNA,IPX006,SOLO,2483.793,0.021728847
IPIXUNA,IPX006,SOLO,2490.2192,0.027725643
IPIXUNA,IPX006,SOLO,2497.1155,0.036041811
IPIXUNA,IPA001,AGUA,406.99341,0.029953459
IPIXUNA,IPA001,AGUA,415.83899,0.033188373
IPIXUNA,IPA001,AGUA,423.78476,0.034485389
IPIXUNA,IPA001,AGUA,431.33469,0.029343098
IPIXUNA,IPA001,AGUA,438.65689,0.036774244
IPIXUNA,IPA001,AGUA,446.01471,0.040115967
IPIXUNA,IPA001,AGUA,453.38947,0.036545359
IPIXUNA,IPA001,AGUA,460.73175,0.031174181
IPIXUNA,IPA001,AGUA,468.09842,0.025818266
IPIXUNA,IPA001,AGUA,475.31885,0.032715343
IPIXUNA,IPA001,AGUA,482.54816,0.034317542
IPIXUNA,IPA001,AGUA,489.79486000000003,0.038406957
IPIXUNA,IPA001,AGUA,497.05865,0.034531165
IPIXUNA,IPA001,AGUA,504.51172,0.039719235
IPIXUNA,IPA001,AGUA,512.04639,0.042465858
IPIXUNA,IPA001,AGUA,519.54376,0.046799421
IPIXUNA,IPA001,AGUA,527.3053,0.05320821
IPIXUNA,IPA001,AGUA,535.05255,0.064606696
IPIXUNA,IPA001,AGUA,542.88513,0.069947354
IPIXUNA,IPA001,AGUA,550.91461,0.07330434
IPIXUNA,IPA001,AGUA,559.02026,0.071915768
IPIXUNA,IPA001,AGUA,567.20612,0.069413289
IPIXUNA,IPA001,AGUA,575.48682,0.069611661
IPIXUNA,IPA001,AGUA,583.84412,0.069184408
IPIXUNA,IPA001,AGUA,592.33899,0.065522239
IPIXUNA,IPA001,AGUA,601.0144,0.069367513
IPIXUNA,IPA001,AGUA,609.95819,0.069428548
IPIXUNA,IPA001,AGUA,618.71997,0.07104601
IPIXUNA,IPA001,AGUA,627.77844,0.072861828
IPIXUNA,IPA001,AGUA,636.67627,0.074189365
IPIXUNA,IPA001,AGUA,645.96381,0.073456928
IPIXUNA,IPA001,AGUA,655.41876,0.071366444
IPIXUNA,IPA001,AGUA,664.8941,0.074647136
IPIXUNA,IPA001,AGUA,674.46436,0.073334858
IPIXUNA,IPA001,AGUA,684.13727,0.07673762
IPIXUNA,IPA001,AGUA,694.12836,0.092652783
IPIXUNA,IPA001,AGUA,703.737,0.111619748
IPIXUNA,IPA001,AGUA,713.72687,0.138170436
IPIXUNA,IPA001,AGUA,723.87994,0.173296705
IPIXUNA,IPA001,AGUA,733.9552,0.202761889
IPIXUNA,IPA001,AGUA,744.14954,0.236057073
IPIXUNA,IPA001,AGUA,754.4696,0.256473631
IPIXUNA,IPA001,AGUA,764.85645,0.272678733
IPIXUNA,IPA001,AGUA,775.2735,0.293064773
IPIXUNA,IPA001,AGUA,785.65955,0.268604577
IPIXUNA,IPA001,AGUA,796.12701,0.271717399
IPIXUNA,IPA001,AGUA,806.71106,0.284260333
IPIXUNA,IPA001,AGUA,817.31104,0.264698267
IPIXUNA,IPA001,AGUA,827.91949,0.279743642
IPIXUNA,IPA001,AGUA,838.52722000000006,0.288654923
IPIXUNA,IPA001,AGUA,849.20996,0.293965071
IPIXUNA,IPA001,AGUA,859.97314,0.300328076
IPIXUNA,IPA001,AGUA,870.74255,0.300328076
IPIXUNA,IPA001,AGUA,881.45605,0.312886238
IPIXUNA,IPA001,AGUA,892.08093,0.311467141
IPIXUNA,IPA001,AGUA,902.80164,0.292408645
IPIXUNA,IPA001,AGUA,913.44507,0.28165102
IPIXUNA,IPA001,AGUA,923.9502,0.317723364
IPIXUNA,IPA001,AGUA,934.11206,0.31776914
IPIXUNA,IPA001,AGUA,944.62732,0.33589685
IPIXUNA,IPA001,AGUA,956.27148,0.281940937
IPIXUNA,IPA001,AGUA,967.02667,0.261036098
IPIXUNA,IPA001,AGUA,977.36542,0.275410086
IPIXUNA,IPA001,AGUA,943.35791,0.243137255
IPIXUNA,IPA001,AGUA,951.40143,0.249408707
IPIXUNA,IPA001,AGUA,959.974,0.22615397
IPIXUNA,IPA001,AGUA,969.84491,0.267368585
IPIXUNA,IPA001,AGUA,979.224,0.263508052
IPIXUNA,IPA001,AGUA,988.91791,0.279774159
IPIXUNA,IPA001,AGUA,998.9082,0.291142136
IPIXUNA,IPA001,AGUA,1008.6443,0.289021134
IPIXUNA,IPA001,AGUA,1018.5357,0.295002669
IPIXUNA,IPA001,AGUA,1029.344,0.307835519
IPIXUNA,IPA001,AGUA,1037.9878,0.311284035
IPIXUNA,IPA001,AGUA,1047.675,0.314381629
IPIXUNA,IPA001,AGUA,1057.5737,0.317235053
IPIXUNA,IPA001,AGUA,1067.7948,0.317967504
IPIXUNA,IPA001,AGUA,1078.2161,0.312916756
IPIXUNA,IPA001,AGUA,1088.761,0.310612649
IPIXUNA,IPA001,AGUA,1099.2776,0.294758528
IPIXUNA,IPA001,AGUA,1109.8894,0.284367144
IPIXUNA,IPA001,AGUA,1120.6759,0.277027547
IPIXUNA,IPA001,AGUA,1131.3048,0.415106446
IPIXUNA,IPA001,AGUA,1142.0703,0.324040592
IPIXUNA,IPA001,AGUA,1152.6501,0.259189755
IPIXUNA,IPA001,AGUA,1163.676,0.265812159
IPIXUNA,IPA001,AGUA,1174.7142,0.262546718
IPIXUNA,IPA001,AGUA,1185.5884,0.276646078
IPIXUNA,IPA001,AGUA,1196.3394,0.283817798
IPIXUNA,IPA001,AGUA,1207.2737,0.281818867
IPIXUNA,IPA001,AGUA,1217.8635,0.285969317
IPIXUNA,IPA001,AGUA,1229.1852,0.292484939
IPIXUNA,IPA001,AGUA,1240.2145,0.299000531
IPIXUNA,IPA001,AGUA,1250.9799,0.310566872
IPIXUNA,IPA001,AGUA,1262.5322,0.327092379
IPIXUNA,IPA001,AGUA,1273.4963,0.33664453
IPIXUNA,IPA001,AGUA,1284.4878,0.309498727
IPIXUNA,IPA001,AGUA,1295.4218,0.28555733
IPIXUNA,IPA001,AGUA,1306.218,0.260990322
IPIXUNA,IPA001,AGUA,1317.2566,0.253421843
IPIXUNA,IPA001,AGUA,1328.2993,0.232730597
IPIXUNA,IPA001,AGUA,1339.1294,0.278782338
IPIXUNA,IPA001,AGUA,1459.3157,0.291676193
IPIXUNA,IPA001,AGUA,1469.9308,0.22911422
IPIXUNA,IPA001,AGUA,1480.8422,0.158403903
IPIXUNA,IPA001,AGUA,1491.4292,0.129610136
IPIXUNA,IPA001,AGUA,1502.0236,0.127260238
IPIXUNA,IPA001,AGUA,1512.6333,0.137773708
IPIXUNA,IPA001,AGUA,1523.2222,0.148104072
IPIXUNA,IPA001,AGUA,1533.7764,0.151979864
IPIXUNA,IPA001,AGUA,1544.2262,0.156008244
IPIXUNA,IPA001,AGUA,1554.8168,0.163317308
IPIXUNA,IPA001,AGUA,1565.3688,0.166948959
IPIXUNA,IPA001,AGUA,1575.6274,0.177035168
IPIXUNA,IPA001,AGUA,1585.8597,0.18455787
IPIXUNA,IPA001,AGUA,1596.2454,0.186907753
IPIXUNA,IPA001,AGUA,1606.4913,0.190966666
IPIXUNA,IPA001,AGUA,1616.8336,0.19368276
IPIXUNA,IPA001,AGUA,1627.021,0.195178151
IPIXUNA,IPA001,AGUA,1637.0919,0.194766149
IPIXUNA,IPA001,AGUA,1647.2316,0.193163961
IPIXUNA,IPA001,AGUA,1656.933,0.19519341
IPIXUNA,IPA001,AGUA,1667.1851,0.19777219
IPIXUNA,IPA001,AGUA,1677.3193,0.198214695
IPIXUNA,IPA001,AGUA,1687.4269,0.196154729
IPIXUNA,IPA001,AGUA,1697.2943,0.193240255
IPIXUNA,IPA001,AGUA,1707.0945,0.191714346
IPIXUNA,IPA001,AGUA,1716.8589,0.191302359
IPIXUNA,IPA001,AGUA,1726.6516,0.187090874
IPIXUNA,IPA001,AGUA,1736.4883,0.183352411
IPIXUNA,IPA001,AGUA,1746.2192,0.173144117
IPIXUNA,IPA001,AGUA,1755.833,0.172442213
IPIXUNA,IPA001,AGUA,1765.5127,0.168764785
IPIXUNA,IPA001,AGUA,1775.1178,0.165453568
IPIXUNA,IPA001,AGUA,1784.7173,0.178469524
IPIXUNA,IPA001,AGUA,1793.9531,0.2272221
IPIXUNA,IPA001,AGUA,1958.6244,0.200381473
IPIXUNA,IPA001,AGUA,1967.3418,0.0920882
IPIXUNA,IPA001,AGUA,1976.0129,0.073350117
IPIXUNA,IPA001,AGUA,1984.853,0.071381703
IPIXUNA,IPA001,AGUA,1993.5482,0.079209581
IPIXUNA,IPA001,AGUA,2002.1106,0.071442738
IPIXUNA,IPA001,AGUA,2010.6614,0.109758146
IPIXUNA,IPA001,AGUA,2019.3214,0.085297935
IPIXUNA,IPA001,AGUA,2027.7267,0.091325246
IPIXUNA,IPA001,AGUA,2036.2607,0.092713818
IPIXUNA,IPA001,AGUA,2044.6809,0.096757457
IPIXUNA,IPA001,AGUA,2053.0078,0.09422446
IPIXUNA,IPA001,AGUA,2061.3787,0.106523231
IPIXUNA,IPA001,AGUA,2069.7957,0.098619059
IPIXUNA,IPA001,AGUA,2077.9915,0.106218055
IPIXUNA,IPA001,AGUA,2086.3823,0.103776611
IPIXUNA,IPA001,AGUA,2094.6252,0.101258866
IPIXUNA,IPA001,AGUA,2102.8213,0.100953691
IPIXUNA,IPA001,AGUA,2111.0391,0.105317771
IPIXUNA,IPA001,AGUA,2119.2314,0.105027847
IPIXUNA,IPA001,AGUA,2127.3372,0.10923934
IPIXUNA,IPA001,AGUA,2135.5103,0.112001218
IPIXUNA,IPA001,AGUA,2143.4656,0.116624705
IPIXUNA,IPA001,AGUA,2151.3862,0.1119707
IPIXUNA,IPA001,AGUA,2159.564,0.112077519
IPIXUNA,IPA001,AGUA,2167.4849,0.118913561
IPIXUNA,IPA001,AGUA,2175.3442,0.119798578
IPIXUNA,IPA001,AGUA,2183.4202,0.115953304
IPIXUNA,IPA001,AGUA,2191.1003,0.123689629
IPIXUNA,IPA001,AGUA,2199.1353,0.119417109
IPIXUNA,IPA001,AGUA,2206.843,0.126558334
IPIXUNA,IPA001,AGUA,2214.625,0.126558334
